sample.id,input_handle,input_size,transcription
3046.120418.070353.0099,/3046.120418.070353.0099.wav,1626.6,aboitiz power
3046.120418.070353.0100,/3046.120418.070353.0100.wav,827.37,toyo
3046.120418.070353.0101,/3046.120418.070353.0101.wav,1289.14,kamatis
3046.120418.070353.0102,/3046.120418.070353.0102.wav,1247.28,gipalaman
3046.120418.070353.0103,/3046.120418.070353.0103.wav,1339.85,giputos
3046.120418.070353.0104,/3046.120418.070353.0104.wav,1246.63,leche flan
3046.120418.070353.0105,/3046.120418.070353.0105.wav,1167.03,tapsilog
3046.120418.070353.0107,/3046.120418.070353.0107.wav,1095.92,kinilaw
3046.120418.070353.0108,/3046.120418.070353.0108.wav,1487.78,keseyo nga puti
3046.120418.070353.0109,/3046.120418.070353.0109.wav,1174.43,chopsuey
3046.120418.070353.0110,/3046.120418.070353.0110.wav,1416.49,gipabukalan
3046.120418.070353.0111,/3046.120418.070353.0111.wav,1244.65,ensemada
3046.120418.070353.0112,/3046.120418.070353.0112.wav,932.88,palabok
3046.120418.070353.0113,/3046.120418.070353.0113.wav,982.07,tocho
3046.120418.070353.0114,/3046.120418.070353.0114.wav,1496.44,gipabukalan
3046.120418.070353.0115,/3046.120418.070353.0115.wav,1296.85,inun-unan
3046.120418.070353.0116,/3046.120418.070353.0116.wav,1405.61,itlog nga pula
3046.120418.070353.0117,/3046.120418.070353.0117.wav,1089.23,morcon
3046.120418.070353.0118,/3046.120418.070353.0118.wav,1142.66,gihurno
3046.120418.070353.0119,/3046.120418.070353.0119.wav,1132.66,budbod
3046.120418.070353.0120,/3046.120418.070353.0120.wav,962.73,torta
3046.120418.070353.0121,/3046.120418.070353.0121.wav,1359.51,hinipunan
3046.120418.070353.0122,/3046.120418.070353.0122.wav,1447.96,pansit canton
3046.120418.070353.0123,/3046.120418.070353.0123.wav,1354.4,pitsi-pitsi
3046.120418.070353.0124,/3046.120418.070353.0124.wav,1265.9,crispy pata
3046.120418.070353.0125,/3046.120418.070353.0125.wav,1311.8,paalisngaw
3046.120418.070353.0126,/3046.120418.070353.0126.wav,1092.7,tosino
3046.120418.070353.0127,/3046.120418.070353.0127.wav,991.66,paminta
3046.120418.070353.0128,/3046.120418.070353.0128.wav,2679.21,crown regency hotel and towers
3046.120418.070353.0129,/3046.120418.070353.0129.wav,2147.67,casa nicarosa hotel
3046.120418.070353.0130,/3046.120418.070353.0130.wav,2193.07,crown regency residences
3046.120418.070353.0131,/3046.120418.070353.0131.wav,1926.26,makati shangri-la hotel
3046.120418.070353.0132,/3046.120418.070353.0132.wav,2309.1,hilton cebu resort and spa
3046.120418.070353.0134,/3046.120418.070353.0134.wav,1959.91,sofitel philippine plaza
3046.120418.070353.0136,/3046.120418.070353.0136.wav,2129.98,le soleil de boracay hotel
3046.120418.070353.0137,/3046.120418.070353.0137.wav,2166.74,crown regency residences
3046.120418.070353.0138,/3046.120418.070353.0138.wav,1977.65,the malayan plaza hotel
3046.120418.070353.0139,/3046.120418.070353.0139.wav,1455.08,traders hotel
3046.120418.070353.0140,/3046.120418.070353.0140.wav,2825.65,millennium plaza serviced residences
3046.120418.070353.0141,/3046.120418.070353.0141.wav,1981.07,executive plaza hotel
3046.120418.070353.0143,/3046.120418.070353.0143.wav,2623.57,waterfront airport hotel and casino
3046.120418.070353.0145,/3046.120418.070353.0145.wav,2517.01,waterfront airport hotel and casino
3046.120418.070353.0146,/3046.120418.070353.0146.wav,2673.93,ascott makati serviced residence
3046.120418.070353.0147,/3046.120418.070353.0147.wav,1442.66,asian mansion
3046.120418.070353.0148,/3046.120418.070353.0148.wav,1396.67,holiday plaza
3046.120418.070353.0149,/3046.120418.070353.0149.wav,924.9,kakiat
3046.120418.070353.0150,/3046.120418.070353.0150.wav,1085.65,kumadre
3046.120418.070353.0151,/3046.120418.070353.0151.wav,971.98,kerida
3046.120418.070353.0152,/3046.120418.070353.0152.wav,1149.46,puyo-puyo
3046.120418.070353.0153,/3046.120418.070353.0153.wav,1027.24,biyuda
3046.120418.070353.0154,/3046.120418.070353.0154.wav,1206.35,madrasta
3046.120418.070353.0155,/3046.120418.070353.0155.wav,1182.61,igsoon
3046.120418.070353.0156,/3046.120418.070353.0156.wav,1129.69,manghod
3046.120418.070353.0157,/3046.120418.070353.0157.wav,1336.69,kaparis
3046.120418.070353.0158,/3046.120418.070353.0158.wav,987.76,angan
3046.120418.070353.0159,/3046.120418.070353.0159.wav,1185.83,bilas
3046.120418.070353.0160,/3046.120418.070353.0160.wav,1375.49,gikauban
3046.120418.070353.0161,/3046.120418.070353.0161.wav,1292.95,kamanghuran
3046.120418.070353.0162,/3046.120418.070353.0162.wav,1566.31,bayaw nga babaye
3046.120418.070353.0163,/3046.120418.070353.0163.wav,1357.19,kamagulangan
3046.120418.070353.0164,/3046.120418.070353.0164.wav,1093.88,pinalangga
3046.120418.070353.0165,/3046.120418.070353.0165.wav,1109.42,kaklase
3046.120418.070353.0166,/3046.120418.070353.0166.wav,1441.32,krus ni magellan
3046.120418.070353.0167,/3046.120418.070353.0167.wav,1521.82,bundok isarog
3046.120418.070353.0168,/3046.120418.070353.0168.wav,1863.09,philippine lighthouses
3046.120418.070353.0169,/3046.120418.070353.0169.wav,1532.02,bundok pulog
3046.120418.070353.0170,/3046.120418.070353.0170.wav,1447.24,tubbataha reef
3046.120418.070353.0171,/3046.120418.070353.0171.wav,1824.77,monumento ni magellan
3046.120418.070353.0172,/3046.120418.070353.0172.wav,1501.71,camp john hay
3046.120418.070353.0173,/3046.120418.070353.0173.wav,1385.7,edsa shrine
3046.120418.070353.0174,/3046.120418.070353.0174.wav,1701.16,robinsons galleria
3046.120418.070353.0175,/3046.120418.070353.0175.wav,1975.27,simbahan ng san agustin
3046.120418.070353.0176,/3046.120418.070353.0176.wav,1090.44,boracay
3046.120418.070353.0177,/3046.120418.070353.0177.wav,1386.69,bundok apo
3046.120418.070353.0179,/3046.120418.070353.0179.wav,1457.26,lake caliraya
3046.120418.070353.0180,/3046.120418.070353.0180.wav,1835.54,philippine lighthouses
3046.120418.070353.0181,/3046.120418.070353.0181.wav,1672.82,hinulugang taktak
3046.120418.070353.0182,/3046.120418.070353.0182.wav,1886.92,emilio aguinaldo shrine
3046.120418.070353.0183,/3046.120418.070353.0183.wav,1649.1,mines view park
3046.120418.070353.0184,/3046.120418.070353.0184.wav,1475.86,fort santiago
3046.120418.070353.0185,/3046.120418.070353.0185.wav,1677.67, tulo   tulo  
3046.120418.070353.0186,/3046.120418.070353.0186.wav,1854.13, taas   taas  
3046.120418.070353.0187,/3046.120418.070353.0187.wav,2091.34, igo   igo  
3046.120418.070353.0188,/3046.120418.070353.0188.wav,2002.84, tungod   tungod  
3046.120418.070353.0189,/3046.120418.070353.0189.wav,1784.93, adlaw   adlaw  
3046.120418.070353.0190,/3046.120418.070353.0190.wav,1738.8, pulong   pulong  
3046.120418.070353.0191,/3046.120418.070353.0191.wav,2227.1, bahin   bahin  
3046.120418.070353.0192,/3046.120418.070353.0192.wav,1826.9, taas   taas  
3046.120418.070353.0193,/3046.120418.070353.0193.wav,1599.85, baho   baho  
3046.120418.070353.0194,/3046.120418.070353.0194.wav,1947.51, tubo   tubo  
3046.120418.070353.0195,/3046.120418.070353.0195.wav,2014.31, taas   taas  
3046.120418.070353.0196,/3046.120418.070353.0196.wav,1992.86, sapot   sapot  
3046.120418.070353.0198,/3046.120418.070353.0198.wav,1763.13, daot   daot  
3046.120418.070353.0199,/3046.120418.070353.0199.wav,1705.9, pulong   pulong  
3046.120418.070353.0200,/3046.120418.070353.0200.wav,1129.1,jasmin
3046.120418.070353.0201,/3046.120418.070353.0201.wav,1049.66,dianne
3046.120418.070353.0202,/3046.120418.070353.0202.wav,1101.77,rachelle
3046.120418.070353.0203,/3046.120418.070353.0203.wav,1048.08,isabel
3046.120418.070353.0204,/3046.120418.070353.0204.wav,934.86,camille
3046.120418.070353.0205,/3046.120418.070353.0205.wav,1063.91,marissa
3046.120418.070353.0206,/3046.120418.070353.0206.wav,998.94,rosie
3046.120418.070353.0207,/3046.120418.070353.0207.wav,1215.06,geraldine
3046.120418.070353.0208,/3046.120418.070353.0208.wav,1004.15,jessa
3046.120418.070353.0209,/3046.120418.070353.0209.wav,1114.63,analyn
3046.120418.070353.0210,/3046.120418.070353.0210.wav,1124.7,almira
3046.120418.070353.0211,/3046.120418.070353.0211.wav,983.22,yvonne
3046.120418.070353.0212,/3046.120418.070353.0212.wav,949.23,nina
3046.120418.070353.0213,/3046.120418.070353.0213.wav,948.26,leah
3046.120418.070353.0214,/3046.120418.070353.0214.wav,1173.5,victoria
3046.120418.070353.0215,/3046.120418.070353.0215.wav,1130.12,cristina
3046.120418.070353.0216,/3046.120418.070353.0216.wav,1078.58,isabel
3046.120418.070353.0217,/3046.120418.070353.0217.wav,1126.88,rachelle
3046.120418.070353.0218,/3046.120418.070353.0218.wav,888.44,faye
3046.120418.070353.0219,/3046.120418.070353.0219.wav,1035.2,april
3046.120418.070353.0220,/3046.120418.070353.0220.wav,1043.18,maria
3046.120418.070353.0221,/3046.120418.070353.0221.wav,1011.66,nicole
3046.120418.070353.0222,/3046.120418.070353.0222.wav,1112.07,christine
3046.120418.070353.0223,/3046.120418.070353.0223.wav,1092.64,james
3046.120418.070353.0224,/3046.120418.070353.0224.wav,1172.09,marlon
3046.120418.070353.0225,/3046.120418.070353.0225.wav,1089.76,daniel
3046.120418.070353.0226,/3046.120418.070353.0226.wav,1077.85,jess
3046.120418.070353.0227,/3046.120418.070353.0227.wav,1110.0,jayson
3046.120418.070353.0228,/3046.120418.070353.0228.wav,1165.76,james
3046.120418.070353.0229,/3046.120418.070353.0229.wav,1066.26,albert
3046.120418.070353.0230,/3046.120418.070353.0230.wav,1383.52,mark anthony
3046.120418.070353.0231,/3046.120418.070353.0231.wav,1123.79,alfred
3046.120418.070353.0232,/3046.120418.070353.0232.wav,1155.9,albert
3046.120418.070353.0233,/3046.120418.070353.0233.wav,900.28,paulo
3046.120418.070353.0234,/3046.120418.070353.0234.wav,1103.75,christopher
3046.120418.070353.0235,/3046.120418.070353.0235.wav,1155.04,richard
3046.120418.070353.0236,/3046.120418.070353.0236.wav,1113.36,enrico
3046.120418.070353.0237,/3046.120418.070353.0237.wav,1145.04,jayson
3046.120418.070353.0238,/3046.120418.070353.0238.wav,1125.52,christopher
3046.120418.070353.0239,/3046.120418.070353.0239.wav,1156.63,julian
3046.120418.070353.0240,/3046.120418.070353.0240.wav,927.94,roy
3046.120418.070353.0241,/3046.120418.070353.0241.wav,1009.96,angelo
3046.120418.070353.0242,/3046.120418.070353.0242.wav,909.82,emil
3046.120418.070353.0243,/3046.120418.070353.0243.wav,1131.48,julian
3046.120418.070353.0244,/3046.120418.070353.0244.wav,899.28,lito
3046.120418.070353.0245,/3046.120418.070353.0245.wav,1130.07,donald
3046.120418.070353.0246,/3046.120418.070353.0246.wav,1087.9,argel
3046.120418.070353.0247,/3046.120418.070353.0247.wav,1294.11,santos 
3046.120418.070353.0248,/3046.120418.070353.0248.wav,1203.27,ramos 
3046.120418.070353.0249,/3046.120418.070353.0249.wav,1175.29,garcia 
3046.120418.070353.0250,/3046.120418.070353.0250.wav,1174.52,de guzman
3046.120418.070353.0251,/3046.120418.070353.0251.wav,1113.75,dela cruz
3046.120418.070353.0252,/3046.120418.070353.0252.wav,1053.61,navarro 
3046.120418.070353.0253,/3046.120418.070353.0253.wav,1106.29,japan
3046.120418.070353.0254,/3046.120418.070353.0254.wav,1294.47,de asis
3046.120418.070353.0255,/3046.120418.070353.0255.wav,1033.91,hapon
3046.120418.070353.0256,/3046.120418.070353.0256.wav,1198.74,mercado 
3046.120418.070353.0257,/3046.120418.070353.0257.wav,1038.17,aquino 
3046.120418.070353.0260,/3046.120418.070353.0260.wav,1015.18,guevara
3046.120418.070353.0261,/3046.120418.070353.0261.wav,1557.78,ikabiente-singko 
3046.120418.070353.0262,/3046.120418.070353.0262.wav,1605.11,ika-trienta-tres
3046.120418.070353.0263,/3046.120418.070353.0263.wav,1249.66,ikakinse
3046.120418.070353.0264,/3046.120418.070353.0264.wav,1150.57,ikanapulo
3046.120418.070353.0265,/3046.120418.070353.0265.wav,1050.07,ikatulo
3046.120418.070353.0266,/3046.120418.070353.0266.wav,1499.32,ikabiente-singko 
3046.120418.070353.0267,/3046.120418.070353.0267.wav,1103.41,ikasiyam
3046.120418.070353.0268,/3046.120418.070353.0268.wav,1352.41,ika-singkwenta
3046.120418.070353.0270,/3046.120418.070353.0270.wav,1876.72,ikatatlumpu't tatlong
3046.120418.070353.0271,/3046.120418.070353.0271.wav,1817.69,ikatatlumpu't walong
3046.120418.070353.0273,/3046.120418.070353.0273.wav,1384.09,ika-kwarenta
3046.120418.070353.0274,/3046.120418.070353.0274.wav,1502.32,ika-uno-syento
3046.120418.070353.0275,/3046.120418.070353.0275.wav,1741.59,ikatatlumpu't limang
3046.120418.070353.0276,/3046.120418.070353.0276.wav,1153.77,ikadose
3046.120418.070353.0277,/3046.120418.070353.0277.wav,1753.18,ikatatlumpu't limang
3046.120418.070353.0278,/3046.120418.070353.0278.wav,1725.56,ika-trienta-tres
3046.120418.070353.0279,/3046.120418.070353.0279.wav,1329.98,ikadisisyete
3046.120418.070353.0280,/3046.120418.070353.0280.wav,1805.81,ikatatlumpu't tatlong
3046.120418.070353.0281,/3046.120418.070353.0281.wav,1261.07,mas daghan
3046.120418.070353.0282,/3046.120418.070353.0282.wav,1403.95,pagkabuntag
3046.120418.070353.0283,/3046.120418.070353.0283.wav,1101.75,sa una
3046.120418.070353.0285,/3046.120418.070353.0285.wav,933.29,karung
3046.120418.070353.0287,/3046.120418.070353.0287.wav,1067.19,usahon
3046.120418.070353.0288,/3046.120418.070353.0288.wav,905.88,karung
3046.120418.070353.0289,/3046.120418.070353.0289.wav,1170.37,sityembre
3046.120418.070353.0290,/3046.120418.070353.0290.wav,1155.47,pagsubang
3046.120418.070353.0291,/3046.120418.070353.0291.wav,1087.26,kanunay
3046.120418.070353.0292,/3046.120418.070353.0292.wav,1513.91,karung gabhiuna
3046.120418.070353.0293,/3046.120418.070353.0293.wav,1190.5,pagkahuman
3046.120418.070353.0294,/3046.120418.070353.0294.wav,1170.71,nakaagi
3046.120418.070353.0295,/3046.120418.070353.0295.wav,1433.16,karung gabhiuna
3046.120418.070353.0296,/3046.120418.070353.0296.wav,1125.27,tuig nga
3046.120418.070353.0297,/3046.120418.070353.0297.wav,936.04,karun
3046.120418.070353.0298,/3046.120418.070353.0298.wav,1217.67,moabut
3046.120418.070353.0299,/3046.120418.070353.0299.wav,1212.57,gabi-ing
3046.120418.070353.0300,/3046.120418.070353.0300.wav,1305.31,karun dayun
3046.120418.070353.0301,/3046.120418.070353.0301.wav,1227.96,kini nga
3046.120418.070353.0302,/3046.120418.070353.0302.wav,1362.86,magbuntag
3046.120418.070353.0303,/3046.120418.070353.0303.wav,926.08,karung
3046.120418.070353.0304,/3046.120418.070353.0304.wav,1386.94,kada minuto
3046.120418.070353.0305,/3046.120418.070353.0305.wav,951.37,adlaw
3046.120418.070353.0306,/3046.120418.070353.0306.wav,1275.88,bulan nga
3046.120418.070353.0307,/3046.120418.070353.0307.wav,1144.13,tuig nga
3046.120418.070353.0308,/3046.120418.070353.0308.wav,953.91,karung
3046.120418.070353.0309,/3046.120418.070353.0309.wav,959.03,mayo
3046.120418.070353.0310,/3046.120418.070353.0310.wav,1228.17,kaniadto
3046.120418.070353.0311,/3046.120418.070353.0311.wav,1070.8,dayun
3046.120418.070353.0312,/3046.120418.070353.0312.wav,1541.3,karung gabhiuna
3046.120418.070353.0313,/3046.120418.070353.0313.wav,1095.49,alas 
3046.120418.070353.0314,/3046.120418.070353.0314.wav,1439.55,kaniadto nga
3046.120418.070353.0315,/3046.120418.070353.0315.wav,1171.37,taligsik
3046.120418.070353.0316,/3046.120418.070353.0316.wav,980.14,umog
3046.120418.070353.0317,/3046.120418.070353.0317.wav,1429.51,makulis-um
3046.120418.070353.0318,/3046.120418.070353.0318.wav,1423.04,kalit nga pagbaha
3046.120418.070353.0319,/3046.120418.070353.0319.wav,1355.9,kalit nga pagbaha
3046.120418.070353.0323,/3046.120418.070353.0323.wav,1350.89,kalit nga pagbaha
3046.120418.070353.0325,/3046.120418.070353.0325.wav,1295.06,temperatura
3046.120418.070353.0326,/3046.120418.070353.0326.wav,1337.87,makulis-um
3046.120418.070353.0329,/3046.120418.070353.0329.wav,1391.03,kapanganuran
3046.120418.070353.0330,/3046.120418.070353.0330.wav,1151.52,amihan
3046.120418.070353.0331,/3046.120418.070353.0331.wav,1221.18,tingdagdag
3046.120418.070353.0332,/3046.120418.070353.0332.wav,1542.23,alimpulos
3046.120418.070353.0333,/3046.120418.070353.0333.wav,1161.16,ting-adlaw
3046.120418.070353.0334,/3046.120418.070353.0334.wav,1225.52,ngdagdag
3046.120418.070353.0335,/3046.120418.070353.0335.wav,1889.73,gusto ba ninyong mokaon?
3046.120418.070353.0336,/3046.120418.070353.0336.wav,2037.9,asa ang terminal sa bus?
3046.120418.070353.0337,/3046.120418.070353.0337.wav,1592.14,kusog ang bunok.
3046.120418.070353.0338,/3046.120418.070353.0338.wav,1290.78,maayo man.
3046.120418.070353.0339,/3046.120418.070353.0339.wav,1539.94,ayaw na pagtagad.
3046.120418.070353.0340,/3046.120418.070353.0340.wav,2066.35,magkita na lang ta sa sunod.
3046.120418.070353.0341,/3046.120418.070353.0341.wav,4767.83,gitawgan ni inday fe ang iyang manang flora aron maghatag ug balita.
3046.120418.070353.0342,/3046.120418.070353.0342.wav,2923.63,magulang kay inday fe si inday aurora.
3046.120418.070353.0343,/3046.120418.070353.0343.wav,1406.74,magamping kamo.
3046.120418.070353.0344,/3046.120418.070353.0344.wav,2182.52,malipayung pagbati kaninyo.
3046.120418.070353.0345,/3046.120418.070353.0345.wav,2773.79,unsang pangalan sa asawa ni dodong leo?
3046.120418.070353.0346,/3046.120418.070353.0346.wav,1477.56,asa ka moadto?
3046.120418.070353.0347,/3046.120418.070353.0347.wav,1574.18,maayong buntag.
3046.120418.070353.0348,/3046.120418.070353.0348.wav,3373.38,nangayo si inday fe ug kwarta sa iyang manay flora.
3046.120418.070353.0349,/3046.120418.070353.0349.wav,1419.71,walay sapayan
3046.120418.070353.0353,/3046.120418.070353.0353.wav,1874.13,unsa ang inyong pangalan?
3046.120418.070353.0355,/3046.120418.070353.0355.wav,2082.93,mura'g gitiaw-tiawan mo ako.
3046.120418.070353.0356,/3046.120418.070353.0356.wav,4458.71,gitawgan ni inday fe ang iyang manang flora aron maghatag ug balita.
3046.120418.070353.0357,/3046.120418.070353.0357.wav,1185.74,pag-amping.
3046.120418.070353.0358,/3046.120418.070353.0358.wav,1334.4,maayung adlaw.
3046.120418.070353.0359,/3046.120418.070353.0359.wav,3611.18,dawaata ninyo ang among kinasingkasing nga pasalamat
3046.120418.070353.0360,/3046.120418.070353.0360.wav,2412.68,ikapasidungog ko kamong makaila.
3046.120418.070353.0361,/3046.120418.070353.0361.wav,3275.81,dawaata ninyo ang among kinasingkasing nga pasalamat
3046.120418.070353.0363,/3046.120418.070353.0363.wav,3288.05,dawaata ninyo ang among kinasingkasing nga pasalamat
3046.120418.070353.0365,/3046.120418.070353.0365.wav,2067.06,mabulahang bag-ong tuig.
3046.120418.070353.0366,/3046.120418.070353.0366.wav,1741.66,mamalihog ko kaninyo.
3046.120418.070353.0368,/3046.120418.070353.0368.wav,2899.73,malipayong pagbati sa imong kaadlawan.
3046.120418.070353.0369,/3046.120418.070353.0369.wav,3220.64,dawaata ninyo ang among kinasingkasing nga pasalamat
3046.120418.070353.0370,/3046.120418.070353.0370.wav,2026.08,hangtud sa otrong pagkita.
3046.120418.070353.0371,/3046.120418.070353.0371.wav,990.44,pasaylo.
3046.120418.070353.0372,/3046.120418.070353.0372.wav,976.47,mabuhi!
3046.120418.070353.0374,/3046.120418.070353.0374.wav,2263.38,ikadasig ko kamong makauban.
3046.120418.070353.0375,/3046.120418.070353.0375.wav,1455.31,maayung buntag.
3046.120418.070353.0376,/3046.120418.070353.0376.wav,1516.58,manamilit na kami.
3046.120418.070353.0377,/3046.120418.070353.0377.wav,2484.04,unsa-unsa ang giluto ni maricel?
3046.120418.070353.0378,/3046.120418.070353.0378.wav,2668.33,unsang sinina ang ihatag mo sa iya?
3046.120418.070353.0379,/3046.120418.070353.0379.wav,2362.91,hain dinhi ang imong paliton?
3046.120418.070353.0380,/3046.120418.070353.0380.wav,2961.32,unsa-unsa ang paliton ni michael sa merkado?
3046.120418.070353.0382,/3046.120418.070353.0382.wav,2115.2,nawagtang ba ang butang niya?
3046.120418.070353.0383,/3046.120418.070353.0383.wav,2984.09,unsa-unsa ang paliton ni michael sa merkado?
3046.120418.070353.0384,/3046.120418.070353.0384.wav,2491.96,moadto ka ba sa manila o sa baguio?
3046.120418.070353.0385,/3046.120418.070353.0385.wav,2178.19,kinsa-kinsa ang imong tawagon?
3046.120418.070353.0386,/3046.120418.070353.0386.wav,1698.46,buotan ba si michelle?
3046.120418.070353.0387,/3046.120418.070353.0387.wav,1789.91,motugtug  ba siya?
3046.120418.070353.0388,/3046.120418.070353.0388.wav,2238.1,kinsa-kinsa ang imong kauban?
3046.120418.070353.0389,/3046.120418.070353.0389.wav,2131.43,kinsa-kinsa ang imong kauban?
3046.120418.070353.0391,/3046.120418.070353.0391.wav,1994.74,diin nagtuun si maricel?
3046.120418.070353.0392,/3046.120418.070353.0392.wav,2953.32,paunsa niya nakit-an ang butang ni james?
3046.120418.070353.0393,/3046.120418.070353.0393.wav,1380.87,buotan ba siya?
3046.120418.070353.0395,/3046.120418.070353.0395.wav,1808.01,gipadali ko kadto sila.
3046.120418.070353.0396,/3046.120418.070353.0396.wav,6097.01,"dinhay utan nga pulos kamunggay ug walay subak, dinhay inun-onang kasag ug tamala, dinhay duha ka gulot nga gisadong manok, dinhay kinhason saang ug aninikad, dinhay itlog nga tinortilyas ug linapwaan, dinhay inadlip ug ginisal nga mga talong ug paliya, dinhay utan nga sinubakan og tinap-anang bansikol, dinhay tinuwa nga danggit ug kitong."
3046.120418.070353.0398,/3046.120418.070353.0398.wav,24630.71,"dinhay utan nga pulos kamunggay ug walay subak, dinhay inun-onang kasag ug tamala, dinhay duha ka gulot nga gisadong manok, dinhay kinhason saang ug aninikad, dinhay itlog nga tinortilyas ug linapwaan, dinhay inadlip ug ginisal nga mga talong ug paliya, dinhay utan nga sinubakan og tinap-anang bansikol, dinhay tinuwa nga danggit ug kitong."
3046.120418.070353.0401,/3046.120418.070353.0401.wav,3047.22,"pangutana lang sa taga dinhi kon namakak ba ako."""
3046.120418.070353.0402,/3046.120418.070353.0402.wav,2512.11,sugilanon ni marcel m. navarra
3046.120418.070353.0403,/3046.120418.070353.0403.wav,15250.71,"sa kanto sa among kamagayan ug sa kamagayan ni iyo anoy daginot, didto na si diyak arsenio nga nagbinabayeng nagkabayo sa iyang kabaw samtang ang hayop nalingawng nanibsib sa nihit kaayong kogon nga miturok sa daplin."
3046.120418.070353.0407,/3046.120418.070353.0407.wav,2240.89,"di ba ka gustog dukot, diyak?"""
3046.120418.070353.0409,/3046.120418.070353.0409.wav,6274.2,"kon tan-awon sukad sa unahan, ang payag ni gavino maorang pinundok sa nagtipun-og nga langkay."
3046.120418.070353.0410,/3046.120418.070353.0410.wav,1870.28,"""hadlok nimo, diyak a!"
3046.120418.070353.0411,/3046.120418.070353.0411.wav,2589.48,paunsa mahibaluan kanang sakita?
3046.120418.070353.0412,/3046.120418.070353.0412.wav,1677.22,ginhawa ug lawum.
3046.120418.070353.0414,/3046.120418.070353.0414.wav,1915.2,"maayong hapon, doktor."
3046.120418.070353.0415,/3046.120418.070353.0415.wav,1819.71,gisamad ang iyang panit.
3046.120418.070353.0417,/3046.120418.070353.0417.wav,2243.72,nalisdan ko'g pugong sa akong ihi.
3046.120418.070353.0418,/3046.120418.070353.0418.wav,2259.69,wala man ko naglisod sa paglibang.
3046.120418.070353.0419,/3046.120418.070353.0419.wav,2421.98,balik mo paghuman sa usa ka semana.
3046.120418.070353.0420,/3046.120418.070353.0420.wav,2298.55,wala pa'y tambal sa sakit nga kana.
3046.120418.070353.0421,/3046.120418.070353.0421.wav,2040.69,mihanap ang akong panan-aw.
3046.120418.070353.0422,/3046.120418.070353.0422.wav,1681.82,nikaon ka ba'g maayo?
3046.120418.070353.0423,/3046.120418.070353.0423.wav,2296.67,ihunong na ang imong panigarilyo.
3046.120418.070353.0425,/3046.120418.070353.0425.wav,1423.97,"salamat, dok."
3046.120418.070353.0426,/3046.120418.070353.0426.wav,2000.37,dili ko makakaon pag-ayo.
3046.120418.070353.0427,/3046.120418.070353.0427.wav,1406.56,maayong gabi-i.
3046.120418.070353.0428,/3046.120418.070353.0428.wav,2637.26,ana-a ka ba'y paryente nga pareho ang sakit?
3046.120418.070353.0429,/3046.120418.070353.0429.wav,2035.22,unsang maayong tambal niana?
3046.120418.070353.0431,/3046.120418.070353.0431.wav,2033.47,pag-ingon kun diin ang sakit.
3046.120418.070353.0432,/3046.120418.070353.0432.wav,2389.23,balik mo paghuman sa usa ka semana.
3046.120418.070353.0433,/3046.120418.070353.0433.wav,1784.54,wala gihapo'y pagbag-o.
3046.120418.070353.0434,/3046.120418.070353.0434.wav,1190.12,diin ang sakit?
3046.120418.070353.0435,/3046.120418.070353.0435.wav,2896.65,ana-a ba sa dugo ninyo ang ingon anang sakita?
3046.120418.070353.0436,/3046.120418.070353.0436.wav,2463.79,dili na siya makaginhawa ug maayo.
3046.120418.070353.0438,/3046.120418.070353.0438.wav,7699.64,"way alarma nga nadawat ang mobile patrol, gawas sa usa ka minor nga panagbanga ang nadawat sa traffic division sa kapulisan."
3046.120418.070353.0441,/3046.120418.070353.0441.wav,10620.78,giingon nga kanhi hinigugma sa biktima ang migukod kaniya niadtong higayona ug tungod sa kahadlok miambak siya sa sapa sa pamasin nga makalingkawas sa kamatayon.
3046.120418.070353.0442,/3046.120418.070353.0442.wav,8591.77,samtang ang ceres bus ilang nakit-an nga nisirit sa pagdagan paingon sa dakbayan sa sugbo hinungdan nga nanawag silag police.
3046.120418.070353.0446,/3046.120418.070353.0446.wav,7901.68,samtang ang ceres bus ilang nakit-an nga nisirit sa pagdagan paingon sa dakbayan sa sugbo hinungdan nga nanawag silag police.
3046.120418.070353.0450,/3046.120418.070353.0450.wav,12288.64,"apan tungod kay na-grabehan si mata ug ang iyang mga angkas, girekomenda sa mga doktor sa maong balay tambalanan nga ibalhin sila sa gonzales-maranan medical clinic didto sa siyudad sa digos."
3046.120418.070353.0458,/3046.120418.070353.0458.wav,15383.72,"giduso sa northern mindanao medical center ning siyudad sa cagayan de oro ang mga biktima nga mao sila si kennen granada, 21, nicolas agot, 27 ug ronald alab, 28, mga molupyo sa susamang siyudad."
3046.120418.070353.0461,/3046.120418.070353.0461.wav,7356.74,gipahiluna na karon sa usa ka punerarya ang patay ' ng lawas sa biktima samtang gipaabot ang mga tagtungod nga moila kaniya.
3046.120418.070353.0466,/3046.120418.070353.0466.wav,13807.03,"napusilan ang tanod nga si romel lim, 42, minyo, kinsa nakaangkog samad sa walang bukton ug ang bala nilahos sa walang bahin sa lawas apan niungot nga gidali sa padala sa cebu city medical center . "
3046.120418.070353.0472,/3046.120418.070353.0472.wav,20857.76,"apan walay suwerte ang maong mga tulisan tungod kay nasikop kini sa kapulisan sa dakbayan sa sugbo human nga si po3 osorio ramiso jr., sakop sa regional police community relation office nga nagpuyo duol sa lending firm, nakigpinusilay sa mga pulis nga niresulta sa pagkaangol sa duha ka mga tulisan ug pagka-sikop sa laing duha."
